ID,Age,Gender,Education Level,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Emotional Intelligence,Risk Tolerance,Stress Resilience,Decision-Making Style,Motivation Type,Logical Reasoning,Verbal Ability,Numerical Ability,Creativity,Memory/Attention Span,Learning Style,Analytical Thinking,Communication,Leadership,Problem-Solving,Technical/Programming,Artistic/Design,Empathy & Counseling Ability,Negotiation/Persuasion,Entrepreneurial Drive,Domain-Specific Skill,Interests,Preferred Work Environment,Values & Motivators,Career Recommendation
635,22,Female,High School,5,3,3,6,1,6,1,9,Collaborative,Intrinsic,5,8,3,9,7,Auditory,9,9,6,6,2,6,9,6,6,Data Analysis,"Environment, Art, Medicine, Science",Flexible Remote,"Adventure, Money",Product Manager
636,40,Female,High School,8,8,4,5,6,9,4,9,Analytical,Mixed,7,5,9,5,8,Reading/Writing,8,6,2,9,3,7,6,4,2,"Cybersecurity, Teaching Pedagogy","Science, Politics",Structured/Organized,"Stability, Service",Cybersecurity Analyst
637,34,Female,Graduate,3,3,7,6,7,6,3,5,Collaborative,Extrinsic,6,6,3,6,6,Auditory,8,8,1,6,9,3,6,5,2,Music Composition,"Research, Social Work, Public Policy, Business",Research-driven,"Impact, Legacy, Recognition",Supply Chain Manager
638,22,Female,Undergraduate,3,2,10,9,9,3,2,9,Analytical,Mixed,2,8,5,10,9,Kinesthetic,7,5,3,4,2,9,5,2,2,Wildlife Conservation,"Software, Defense, Law",Creative/Artistic,"Creativity, Impact",Marketing Strategist
639,21,Female,Vocational,3,4,10,6,3,1,9,7,Intuitive,Extrinsic,10,1,4,9,4,Reading/Writing,1,2,8,9,1,2,3,4,8,Sports Training,"Teaching, Environment, Research",Hands-on/Fieldwork,"Stability, Service",Neuroscience Postdoc
640,35,Female,Undergraduate,6,6,7,4,9,7,10,8,Intuitive,Extrinsic,5,6,2,8,4,Reading/Writing,6,3,2,4,10,4,9,2,4,Teaching Pedagogy,"Social Work, Art",Fast-paced,"Growth, Stability, Impact",Marketing Strategist
641,17,Male,Self-taught,3,5,5,7,2,6,7,5,Analytical,Extrinsic,2,6,9,9,3,Auditory,9,3,2,6,1,7,9,9,5,Data Analysis,"Teaching, Research, Politics, Design",Fast-paced,"Service, Money, Legacy",Wildlife Conservationist
642,31,Male,Self-taught,9,1,9,9,6,2,7,5,Risk-averse,Extrinsic,7,2,1,1,3,Visual,3,10,2,6,2,4,8,4,6,Urban Planning,"Media, Space, Finance, Sports",Research-driven,"Adventure, Freedom, Creativity",High School Physics Teacher
643,26,Male,Graduate,2,6,6,8,10,8,6,8,Intuitive,Mixed,6,6,5,9,3,Auditory,7,1,5,6,8,5,4,8,8,"Data Analysis, Fashion Design","Science, Defense, Business, Public Policy",Flexible Remote,"Adventure, Impact",Sports Analyst
644,42,Female,Self-taught,5,3,5,4,4,6,6,4,Collaborative,Intrinsic,5,5,2,3,1,Visual,10,2,5,4,8,8,7,2,3,Hospital Management,"Agriculture, Politics",Independent,"Recognition, Adventure, Creativity",High School Physics Teacher
645,22,Male,High School,10,3,9,2,1,8,6,2,Risk-averse,Mixed,2,10,1,5,9,Kinesthetic,5,4,1,3,3,5,5,8,3,Astrophysics,"Politics, Law",Independent,"Stability, Creativity",Venture Capital Analyst
646,17,Female,Vocational,10,8,4,4,6,8,6,8,Collaborative,Intrinsic,6,6,5,9,10,Reading/Writing,5,9,4,4,1,7,6,10,4,"Film Direction, Wildlife Conservation","Law, Finance",Creative/Artistic,"Money, Legacy",Data Scientist
647,26,Male,Graduate,10,8,6,4,9,5,2,8,Collaborative,Intrinsic,5,2,10,2,1,Auditory,7,10,9,8,2,6,7,9,8,"Teaching Pedagogy, Fashion Design","Defense, Environment, AI, Media",Team-oriented,"Recognition, Legacy, Stability",Data Scientist
648,34,Male,Undergraduate,8,10,8,5,6,7,7,5,Risk-averse,Mixed,1,10,9,7,3,Reading/Writing,7,2,9,9,5,4,5,4,1,Wildlife Conservation,"Media, Science",Research-driven,"Adventure, Freedom",Product Manager
649,30,Female,Vocational,9,5,2,7,6,8,5,8,Intuitive,Extrinsic,1,7,3,2,9,Auditory,8,9,8,5,3,2,6,6,8,"Architecture, Sports Training","Social Work, Media",Flexible Remote,"Innovation, Adventure, Recognition",Wildlife Conservationist
650,19,Male,Undergraduate,2,4,10,8,5,4,8,4,Intuitive,Extrinsic,10,3,3,6,9,Auditory,8,7,4,2,8,10,1,9,5,"Cybersecurity, Hospital Management","Design, Business",Fast-paced,"Innovation, Adventure, Recognition",Tax Advisor
651,34,Female,Undergraduate,5,10,7,6,9,6,9,8,Intuitive,Intrinsic,1,6,8,9,7,Reading/Writing,8,9,2,5,6,10,2,10,9,"Renewable Energy Systems, Music Composition","Business, Defense",Team-oriented,"Freedom, Adventure, Service",Cybersecurity Analyst
652,44,Female,High School,4,5,8,8,2,2,5,6,Risk-averse,Mixed,7,9,8,7,6,Auditory,1,5,8,4,5,7,4,4,5,Data Analysis,"Social Work, Research",Creative/Artistic,"Impact, Legacy, Creativity",Renewable Energy Engineer
653,29,Female,PhD,6,1,6,6,5,4,10,2,Intuitive,Mixed,10,10,2,3,10,Kinesthetic,8,10,6,9,2,9,6,3,8,Surgery,"Politics, Literature, Social Work",Hands-on/Fieldwork,"Adventure, Legacy",Climate Scientist
654,43,Female,Self-taught,7,2,7,4,8,7,9,6,Analytical,Mixed,10,1,7,8,4,Auditory,5,2,10,9,3,2,6,9,9,"Nutrition Science, Renewable Energy Systems","Environment, Business, Finance, Agriculture",Creative/Artistic,"Security, Legacy, Service",Civil Servant
655,26,Female,Vocational,2,2,10,3,5,6,8,10,Intuitive,Intrinsic,8,3,4,2,1,Visual,7,8,6,8,1,3,6,4,3,"Renewable Energy Systems, Music Composition","Business, Defense",Independent,"Growth, Money",Agritech Specialist
656,20,Male,Undergraduate,10,6,7,2,10,10,6,2,Risk-averse,Mixed,2,3,1,4,10,Auditory,5,8,6,10,8,9,5,3,6,"Urban Planning, Hospital Management","Agriculture, Science",Flexible Remote,"Creativity, Freedom, Recognition",Data Scientist
657,33,Female,PhD,10,8,1,3,3,8,8,7,Intuitive,Extrinsic,10,1,7,5,5,Auditory,5,10,9,4,6,2,5,1,2,Legal Writing,"Teaching, Agriculture, Sports, Design",Team-oriented,"Legacy, Growth",Wildlife Conservationist
658,18,Male,Undergraduate,3,10,5,9,8,9,8,6,Intuitive,Extrinsic,2,5,3,10,1,Reading/Writing,8,8,7,2,10,5,8,4,2,Diplomacy,"Science, Space",Fast-paced,"Impact, Growth",Space Mission Engineer
659,45,Female,Self-taught,9,3,3,6,9,6,3,5,Intuitive,Extrinsic,1,10,10,5,9,Visual,8,3,5,5,7,4,6,1,2,Fashion Design,"Politics, Research, Media, Literature",Structured/Organized,"Impact, Service",Pilot
660,39,Female,Vocational,3,6,10,2,6,4,7,1,Intuitive,Intrinsic,4,6,5,6,10,Visual,8,7,6,10,9,7,1,7,5,Sports Training,"Science, Sports",Structured/Organized,"Creativity, Service, Stability",AI/ML Engineer
661,30,Female,Vocational,1,1,8,8,1,5,9,5,Intuitive,Extrinsic,2,6,4,8,5,Kinesthetic,1,4,1,3,3,8,10,5,8,Fashion Design,"Research, Art, Defense",Flexible Remote,"Impact, Stability, Adventure",Athletic Coach
662,27,Male,Graduate,5,6,10,5,3,4,3,10,Intuitive,Intrinsic,6,9,2,2,9,Visual,7,2,6,5,2,6,8,1,1,Nutrition Science,"Literature, Politics",Team-oriented,"Money, Legacy",Human Rights Advocate
663,35,Male,PhD,9,9,1,2,2,8,5,9,Intuitive,Extrinsic,10,4,10,4,2,Kinesthetic,2,7,6,7,8,10,1,3,6,Diplomacy,"Research, Agriculture",Independent,"Security, Creativity",Graphic Designer
664,34,Male,PhD,6,10,6,2,4,1,7,10,Collaborative,Mixed,4,5,8,9,1,Auditory,4,1,9,7,1,5,10,6,9,Film Direction,"Literature, Business, Science, Law",Fast-paced,"Security, Impact, Money",Investment Banker
665,39,Male,Self-taught,7,6,8,8,10,2,10,4,Risk-averse,Intrinsic,9,4,1,2,7,Visual,10,7,6,6,8,1,5,8,2,Architecture,"AI, Software",Flexible Remote,"Stability, Legacy, Growth",Biotech Researcher
666,33,Male,High School,5,8,1,10,5,5,8,8,Risk-averse,Extrinsic,7,5,4,7,7,Auditory,6,8,5,1,6,1,2,5,10,Film Direction,"Hospitality, Science",Team-oriented,"Impact, Security, Creativity",Product Manager
667,25,Male,PhD,3,3,2,7,6,10,1,10,Risk-averse,Extrinsic,3,8,1,1,6,Auditory,5,2,9,10,3,4,5,1,1,Surgery,"Space, Art, Hospitality, Social Work",Flexible Remote,"Stability, Security, Innovation",Curriculum Designer
668,37,Female,Vocational,5,1,9,5,3,10,7,3,Collaborative,Mixed,10,9,8,8,5,Reading/Writing,2,7,4,1,5,4,10,6,8,Legal Writing,"Teaching, Sports",Fast-paced,"Adventure, Money, Growth",Hotel Manager
669,27,Female,Graduate,2,10,2,2,2,2,6,8,Analytical,Extrinsic,5,10,3,9,6,Visual,1,8,6,5,6,10,9,8,6,Cybersecurity,"Teaching, Hospitality",Structured/Organized,"Security, Stability, Adventure",Product Manager
670,18,Female,Self-taught,10,2,1,7,6,2,6,9,Intuitive,Mixed,1,1,8,4,10,Reading/Writing,5,1,1,6,5,9,1,4,3,Hospital Management,"Environment, Software",Independent,"Innovation, Recognition",Film Director
671,30,Male,Undergraduate,10,4,6,5,10,6,8,9,Analytical,Intrinsic,1,4,8,10,8,Kinesthetic,9,6,8,8,8,2,7,6,4,"Film Direction, Robotics","Hospitality, Media",Hands-on/Fieldwork,"Growth, Stability, Impact",HR Specialist
672,31,Male,Graduate,6,7,1,8,5,5,8,5,Intuitive,Mixed,1,6,6,3,5,Reading/Writing,9,8,6,7,3,3,8,5,5,"Diplomacy, Astrophysics","Agriculture, Defense, Business",Fast-paced,"Freedom, Impact, Growth",Athletic Coach
673,29,Male,High School,5,8,6,5,8,10,10,4,Collaborative,Extrinsic,1,2,5,9,8,Reading/Writing,7,4,3,10,1,8,4,3,1,"Astrophysics, Nutrition Science","Research, Politics, Science",Independent,"Impact, Freedom, Growth",Robotics Engineer
674,34,Female,Self-taught,9,8,7,7,4,1,1,5,Intuitive,Extrinsic,8,9,6,2,10,Visual,5,3,2,2,4,1,7,5,7,"Nutrition Science, Data Analysis","Business, Defense, Agriculture, Public Policy",Research-driven,"Stability, Growth, Service",Tax Advisor
675,37,Female,Vocational,2,7,5,5,8,4,10,5,Risk-averse,Extrinsic,7,5,3,5,8,Auditory,3,2,6,9,8,10,7,4,2,Journalism,"Media, Software, Science",Team-oriented,"Growth, Money",Venture Capital Analyst
676,44,Female,Vocational,9,5,1,7,9,2,5,7,Intuitive,Intrinsic,8,6,3,8,6,Visual,8,9,7,7,10,6,1,9,7,Nutrition Science,"Science, Literature, Business, Design",Research-driven,"Stability, Security, Innovation",Marketing Strategist
677,24,Male,Graduate,3,2,2,4,5,2,1,3,Intuitive,Intrinsic,4,7,8,10,8,Reading/Writing,9,9,4,2,9,5,9,10,8,Architecture,"Art, AI, Business, Literature",Research-driven,"Impact, Growth, Security",Interior Architect
678,37,Female,Self-taught,9,6,3,7,6,4,2,2,Analytical,Mixed,2,6,9,4,4,Reading/Writing,4,5,3,7,6,4,4,2,2,Film Direction,"Finance, Science, Media, Design",Structured/Organized,"Freedom, Money, Impact",Renewable Energy Engineer
679,37,Female,PhD,9,9,5,10,10,8,4,4,Intuitive,Mixed,10,8,10,6,7,Reading/Writing,4,4,4,5,1,3,5,5,6,"Music Composition, Hospital Management","Art, Environment, Research",Creative/Artistic,"Impact, Security",Business Development Manager
680,36,Female,Graduate,10,2,4,5,4,10,4,4,Intuitive,Mixed,7,7,3,2,1,Reading/Writing,2,1,5,3,6,1,7,3,6,Wildlife Conservation,"Finance, Agriculture",Creative/Artistic,"Security, Innovation",Blockchain Developer
681,44,Female,Self-taught,1,2,8,6,5,7,9,3,Analytical,Mixed,6,4,2,3,3,Visual,8,10,7,4,8,1,6,4,2,Architecture,"Teaching, Space",Structured/Organized,"Security, Stability, Service",Financial Risk Consultant
682,17,Female,Vocational,10,2,9,6,10,3,8,6,Collaborative,Mixed,10,4,1,8,7,Kinesthetic,9,10,4,9,3,9,4,10,6,"Renewable Energy Systems, Nutrition Science","Literature, AI",Hands-on/Fieldwork,"Security, Legacy, Impact",Clinical Psychologist
683,30,Female,Self-taught,7,5,8,6,8,10,1,6,Analytical,Mixed,10,1,7,1,7,Reading/Writing,3,10,3,3,4,1,10,9,1,Legal Writing,"Medicine, Business, Environment",Hands-on/Fieldwork,"Service, Freedom",Military Strategist
684,24,Male,Self-taught,4,6,1,9,3,3,10,2,Collaborative,Mixed,10,8,10,3,9,Visual,1,5,5,2,8,5,7,3,3,"Renewable Energy Systems, Robotics","Software, Politics, Literature",Creative/Artistic,"Freedom, Service, Adventure",Medical Researcher
685,38,Female,High School,8,1,7,8,5,4,3,5,Risk-averse,Mixed,6,4,1,7,7,Auditory,6,2,1,3,4,10,3,6,7,Surgery,"Law, Agriculture",Fast-paced,"Recognition, Creativity",Wildlife Conservationist
686,30,Female,Vocational,9,10,9,6,5,1,6,1,Analytical,Intrinsic,7,6,10,6,3,Kinesthetic,9,3,10,10,4,1,8,8,4,"Legal Writing, Surgery","Business, Hospitality, Art, Literature",Structured/Organized,"Innovation, Impact",AI/ML Engineer
687,31,Male,Graduate,1,9,10,5,7,4,7,5,Risk-averse,Intrinsic,1,9,9,5,10,Reading/Writing,7,9,4,1,10,8,9,10,5,"Nutrition Science, Journalism","Public Policy, Finance, Design, Space",Flexible Remote,"Innovation, Freedom",HR Specialist
688,19,Male,PhD,8,2,9,10,10,10,3,7,Intuitive,Intrinsic,2,3,10,4,2,Visual,10,6,1,4,3,8,5,8,6,"Journalism, Astrophysics","Public Policy, Sports, Space",Creative/Artistic,"Adventure, Impact, Creativity",Biotech Researcher
689,34,Male,Self-taught,3,7,3,2,4,3,1,6,Intuitive,Extrinsic,3,9,3,7,7,Visual,9,5,10,6,3,3,2,8,3,Astrophysics,"Medicine, Teaching, Law, Defense",Structured/Organized,"Freedom, Service, Impact",Media Producer
690,41,Male,Self-taught,1,7,8,8,7,9,3,1,Risk-averse,Mixed,10,3,5,10,8,Auditory,3,4,2,8,6,6,3,10,3,"Cybersecurity, Film Direction","Art, AI",Independent,"Money, Service",Urban Planner
691,34,Male,Undergraduate,6,7,3,6,3,3,6,2,Intuitive,Mixed,10,2,8,9,4,Reading/Writing,7,9,10,6,6,7,2,9,1,Teaching Pedagogy,"Finance, Politics, Defense, Agriculture",Hands-on/Fieldwork,"Creativity, Recognition, Growth",Pilot
692,24,Male,Vocational,10,10,4,3,5,4,10,8,Risk-averse,Extrinsic,10,6,8,1,5,Reading/Writing,8,10,4,7,4,9,9,6,2,Robotics,"Art, Teaching",Flexible Remote,"Security, Creativity",Game Concept Artist
693,22,Female,PhD,4,6,9,7,3,5,4,10,Risk-averse,Mixed,10,4,7,3,5,Reading/Writing,4,1,10,5,8,4,4,3,3,Sports Training,"Hospitality, Software, Public Policy",Hands-on/Fieldwork,"Growth, Creativity",Hotel Manager
694,28,Female,Self-taught,2,6,6,5,6,1,7,6,Analytical,Mixed,5,6,1,9,5,Auditory,8,10,2,1,2,10,9,2,2,Fashion Design,"Hospitality, Environment, Medicine, Social Work",Creative/Artistic,"Impact, Adventure",University Lecturer
695,38,Male,Vocational,9,8,2,9,8,10,4,2,Intuitive,Intrinsic,6,5,1,8,1,Reading/Writing,4,3,8,10,3,5,8,7,4,"Renewable Energy Systems, Teaching Pedagogy","Teaching, Space, AI, Agriculture",Team-oriented,"Creativity, Security",Venture Capital Analyst
696,26,Male,Vocational,8,1,6,8,2,7,9,1,Intuitive,Mixed,5,8,1,9,7,Kinesthetic,1,6,3,10,8,6,4,5,9,"Journalism, Renewable Energy Systems","Defense, Art, Public Policy, Environment",Hands-on/Fieldwork,"Freedom, Legacy, Adventure",Supply Chain Manager
697,17,Male,PhD,10,10,2,3,10,7,1,9,Collaborative,Intrinsic,3,1,7,7,5,Auditory,9,6,6,2,7,4,4,8,7,"Wildlife Conservation, Diplomacy","Medicine, Politics, Space",Team-oriented,"Impact, Innovation",Graphic Designer
698,40,Female,Self-taught,4,10,1,5,10,3,10,7,Intuitive,Intrinsic,2,1,4,6,2,Visual,5,10,5,8,7,1,10,8,8,"Cybersecurity, Renewable Energy Systems","Teaching, Software, Research",Team-oriented,"Recognition, Creativity, Adventure",Policy Analyst
699,43,Male,PhD,7,10,7,2,6,1,10,9,Analytical,Intrinsic,10,9,10,10,7,Visual,4,1,9,7,5,6,10,6,9,Urban Planning,"Public Policy, Hospitality, Art",Research-driven,"Stability, Freedom",Investigative Journalist
700,38,Female,PhD,4,10,5,9,4,3,3,6,Intuitive,Extrinsic,7,10,2,9,1,Auditory,5,3,2,6,5,9,10,2,9,Data Analysis,"Medicine, Agriculture, Business, Politics",Creative/Artistic,"Creativity, Stability",Pediatric Surgeon
701,18,Female,Undergraduate,8,2,8,2,4,6,2,8,Collaborative,Mixed,3,5,10,8,2,Reading/Writing,3,10,2,4,7,6,4,8,7,Fashion Design,"Politics, Agriculture",Hands-on/Fieldwork,"Freedom, Stability, Money",Fashion Stylist
702,24,Female,Self-taught,1,7,6,10,10,7,2,2,Intuitive,Mixed,8,2,9,1,6,Kinesthetic,1,1,8,10,5,9,4,7,8,"Fashion Design, Urban Planning","Politics, Teaching",Flexible Remote,"Impact, Adventure, Security",Investment Banker
703,17,Female,PhD,2,6,1,5,3,2,10,2,Intuitive,Mixed,8,5,8,4,7,Auditory,6,6,5,6,10,9,4,5,6,"Nutrition Science, Music Composition","Medicine, Media",Flexible Remote,"Money, Creativity",Game Concept Artist
704,20,Male,PhD,8,5,10,6,4,1,1,1,Risk-averse,Mixed,4,7,6,8,4,Visual,8,3,10,4,10,2,6,6,6,"Sports Training, Architecture","Research, Politics, Space, Art",Team-oriented,"Innovation, Creativity, Adventure",Astrophysics Researcher
705,29,Female,Self-taught,6,5,2,2,4,3,8,10,Risk-averse,Extrinsic,2,2,1,9,2,Auditory,3,8,7,7,5,9,9,1,10,Hospital Management,"Design, Literature",Research-driven,"Stability, Legacy",Business Development Manager
706,29,Male,High School,6,1,10,2,8,4,8,8,Intuitive,Mixed,2,9,2,2,3,Visual,6,4,9,3,3,2,3,9,7,Music Composition,"Public Policy, Politics, Science, Defense",Fast-paced,"Adventure, Freedom",UX/UI Designer
707,39,Male,Self-taught,10,1,6,6,7,7,8,7,Collaborative,Mixed,1,5,1,8,3,Visual,1,3,9,3,4,6,3,10,5,Legal Writing,"Sports, Public Policy, Hospitality",Team-oriented,"Freedom, Service",Cloud Architect
708,33,Male,Vocational,10,7,8,6,2,10,10,2,Analytical,Mixed,6,10,1,8,2,Reading/Writing,9,9,9,7,5,4,2,4,3,"Teaching Pedagogy, Surgery","Sports, Law, Business",Hands-on/Fieldwork,"Service, Growth, Creativity",Policy Analyst
709,30,Male,Undergraduate,8,1,5,2,6,8,3,7,Collaborative,Mixed,2,4,3,1,2,Reading/Writing,1,9,4,6,1,6,1,4,7,"Nutrition Science, Astrophysics","Politics, Research, Science, Teaching",Research-driven,"Recognition, Stability, Security",Nutritionist
710,41,Female,Undergraduate,8,5,4,10,1,7,4,6,Analytical,Intrinsic,3,1,6,1,3,Visual,9,10,3,1,6,4,1,7,9,"Film Direction, Legal Writing","Research, Defense, Business",Research-driven,"Growth, Impact, Service",Quantitative Analyst
711,34,Female,PhD,9,9,7,8,4,1,2,4,Analytical,Mixed,4,9,7,3,5,Visual,8,8,3,8,9,8,3,6,10,"Legal Writing, Robotics","Medicine, Hospitality, Research",Flexible Remote,"Stability, Money",Corporate Lawyer
712,34,Female,High School,9,9,7,6,7,4,9,7,Intuitive,Intrinsic,2,3,5,8,8,Kinesthetic,6,4,3,6,5,9,7,5,7,"Music Composition, Legal Writing","AI, Science, Design",Structured/Organized,"Legacy, Stability, Service",Cloud Architect
713,28,Female,Undergraduate,3,2,3,1,8,9,8,10,Intuitive,Intrinsic,10,3,6,5,7,Visual,8,8,2,1,10,9,5,3,10,"Journalism, Fashion Design","Public Policy, Defense, Teaching",Independent,"Creativity, Growth",Astrophysics Researcher
714,30,Female,Undergraduate,10,7,8,8,10,1,9,2,Analytical,Mixed,8,7,7,5,7,Auditory,3,7,5,6,7,9,1,2,3,Astrophysics,"Law, Science",Creative/Artistic,"Security, Adventure",Cybersecurity Analyst
715,44,Female,PhD,3,9,4,8,1,9,8,2,Intuitive,Mixed,9,8,1,7,4,Auditory,7,10,2,1,6,2,3,3,3,Urban Planning,"Politics, AI, Science",Team-oriented,"Security, Innovation",Biomedical Engineer
716,44,Female,Undergraduate,6,8,2,3,6,4,4,9,Risk-averse,Extrinsic,9,6,4,5,5,Kinesthetic,9,3,2,7,8,7,1,10,2,Legal Writing,"Medicine, Hospitality, AI, Space",Research-driven,"Recognition, Impact",Media Producer
717,17,Male,Self-taught,10,5,4,4,7,3,5,9,Risk-averse,Extrinsic,9,2,4,3,5,Kinesthetic,5,8,6,8,3,1,9,7,1,Film Direction,"Public Policy, Sports, Art",Flexible Remote,"Stability, Adventure",Cloud Architect
718,36,Male,Self-taught,6,9,3,9,7,3,8,1,Analytical,Mixed,7,9,9,1,5,Auditory,8,10,3,2,4,2,2,1,2,Film Direction,"Environment, Politics",Structured/Organized,"Recognition, Freedom, Legacy",Athletic Coach
719,29,Male,PhD,3,9,9,4,7,6,5,1,Collaborative,Mixed,5,10,2,10,5,Auditory,8,6,8,1,9,2,6,7,1,"Sports Training, Music Composition","AI, Politics",Structured/Organized,"Stability, Legacy, Growth",Business Development Manager
720,26,Female,Graduate,5,3,7,1,1,1,5,8,Collaborative,Extrinsic,8,5,1,3,8,Auditory,9,5,10,4,9,9,1,7,2,Architecture,"Politics, Agriculture",Research-driven,"Growth, Freedom",Corporate Lawyer
721,40,Male,Vocational,2,2,1,1,9,7,2,6,Risk-averse,Intrinsic,2,5,7,10,5,Kinesthetic,5,6,6,4,4,6,8,10,7,Legal Writing,"Politics, Environment",Independent,"Adventure, Recognition",Policy Analyst
722,28,Female,High School,1,4,10,7,8,1,10,1,Intuitive,Extrinsic,7,4,8,4,1,Kinesthetic,7,8,7,9,1,7,4,2,1,"Robotics, Cybersecurity","Literature, Sports, Research",Flexible Remote,"Adventure, Creativity, Service",Military Strategist
723,45,Male,Graduate,1,10,5,2,2,1,2,8,Risk-averse,Extrinsic,3,4,10,9,6,Visual,6,10,10,1,5,1,4,3,10,Music Composition,"Public Policy, Sports, Agriculture, Art",Research-driven,"Creativity, Growth, Money",Venture Capital Analyst
724,39,Male,Self-taught,8,4,6,2,2,4,7,4,Collaborative,Intrinsic,10,1,1,3,6,Auditory,8,5,2,9,5,7,9,2,9,"Renewable Energy Systems, Journalism","Defense, Space",Structured/Organized,"Security, Freedom",Cyber-Forensics Expert
725,27,Female,High School,5,10,1,4,5,3,9,4,Intuitive,Intrinsic,6,6,2,7,10,Auditory,7,1,3,8,3,4,10,8,9,"Wildlife Conservation, Teaching Pedagogy","Design, Media",Structured/Organized,"Security, Stability, Money",Special Education Specialist
726,24,Male,Self-taught,3,9,4,5,6,5,7,2,Risk-averse,Intrinsic,6,5,2,9,2,Reading/Writing,10,1,4,7,10,3,9,3,6,Diplomacy,"Defense, Law",Fast-paced,"Service, Impact, Freedom",Diplomatic Advisor
727,33,Male,High School,1,8,2,5,2,8,9,5,Risk-averse,Mixed,2,6,6,6,7,Reading/Writing,10,8,4,5,3,7,2,7,3,Cybersecurity,"Research, Software, Media",Research-driven,"Creativity, Security",Environmental Policy Consultant
728,34,Female,Graduate,10,8,7,4,9,7,7,9,Collaborative,Intrinsic,5,9,3,6,2,Kinesthetic,7,5,3,2,10,1,3,1,5,"Journalism, Music Composition","Software, Sports",Team-oriented,"Service, Adventure",Climate Scientist
729,43,Female,High School,6,8,10,9,4,10,10,8,Analytical,Extrinsic,8,9,1,5,6,Kinesthetic,6,3,6,8,3,9,4,3,5,"Astrophysics, Fashion Design","Sports, Literature",Creative/Artistic,"Adventure, Growth, Impact",Human Rights Advocate
730,42,Male,Graduate,2,4,4,4,2,7,6,8,Analytical,Extrinsic,7,3,5,8,3,Auditory,3,2,1,4,1,3,10,4,6,Teaching Pedagogy,"Research, Space, Politics",Team-oriented,"Freedom, Impact, Legacy",UX/UI Designer
731,25,Female,High School,2,3,3,3,8,6,7,1,Risk-averse,Intrinsic,2,2,5,1,2,Kinesthetic,3,10,7,7,1,9,8,8,3,Diplomacy,"Sports, Science, Business, Media",Team-oriented,"Money, Legacy",Business Development Manager
732,38,Female,Undergraduate,3,1,3,10,7,3,7,2,Risk-averse,Intrinsic,10,10,8,8,1,Kinesthetic,5,7,4,7,4,4,10,3,5,"Architecture, Legal Writing","Public Policy, Law, Business",Creative/Artistic,"Freedom, Growth",Urban Planner
733,25,Female,Undergraduate,4,9,2,7,1,4,6,5,Risk-averse,Intrinsic,1,7,7,3,4,Kinesthetic,3,9,7,7,3,1,3,2,7,"Urban Planning, Teaching Pedagogy","Agriculture, Defense",Fast-paced,"Creativity, Freedom, Growth",Medical Researcher
734,23,Male,PhD,5,3,4,3,1,8,10,9,Intuitive,Extrinsic,10,6,5,5,6,Auditory,6,4,4,9,6,8,2,5,8,Music Composition,"Art, Environment, Research, Business",Team-oriented,"Adventure, Service",Cybersecurity Analyst
735,33,Female,High School,1,7,2,5,5,10,7,7,Risk-averse,Extrinsic,6,5,4,9,1,Visual,1,5,7,8,10,1,3,3,4,"Architecture, Surgery","Medicine, Law, Sports",Independent,"Recognition, Freedom",Sports Analyst
736,38,Female,Graduate,9,4,1,6,10,1,1,6,Collaborative,Intrinsic,10,10,7,3,8,Auditory,6,7,4,9,8,4,5,8,7,"Hospital Management, Journalism","Law, Hospitality",Research-driven,"Adventure, Creativity",Neuroscience Postdoc
737,39,Male,Graduate,5,5,10,8,9,1,6,6,Analytical,Intrinsic,4,7,5,7,8,Visual,4,1,1,5,2,7,7,1,2,Legal Writing,"Art, Teaching, Software",Team-oriented,"Service, Security",Corporate Trainer
